PT.DOT Data Generator
AI-Powered Cultural POI Population Tool

Img Quality

Balanced (600px)
2005 POIs Generated
Single Generation
Solares e Conventos em Viseu
Generate Single
Full Country Batch
Strategy

Enrichment (Exclude Pillories)
Strictly excludes Fountains/Pillories. Focuses on SIPA IDs for Solares, Bridges, Ermidas.

Start From (Checkpoint)

Aveiro (Step 1)
Extraction Depth (Per District)

MAXIMUM (All Feasible)
Splits requests by theme automatically.

Start Full Batch
Preview
SQL Script
CSV Export
Main Data (Clean)
Images Relations (DB)
id,name,name_pt,category,subcategory,architect,year,description,wikipedia_url,sipa_id,lat,lon,source
63,"Castro of Fiães","Castro de Fiães","archaeology","Castro","Desconhecido","Idade do Ferro","Povoado castrejo fortificado que remonta à Idade do Ferro, com vestígios de ocupação romana. Destaca-se pela sua localização estratégica e muralhas defensivas, oferecendo uma visão da vida pré-romana na área de Santa Maria da Feira.","","PT020112080006",40.9926,-8.5447,"Batch (enrichment): Aveiro"
64,"Dolmen of Arca","Anta da Arca","archaeology","Anta","Desconhecido","Neolítico (4º milénio a.C.)","Monumento megalítico do tipo dólmen, datado do Neolítico, que serviu como local de enterramento coletivo. É um dos poucos vestígios pré-históricos de grande dimensão na região de S. João da Madeira.","","PT020113060001",40.8872,-8.4907,"Batch (enrichment): Aveiro"
65,"Roman Villa of Cabeço do Vouga","Villa Romana do Cabeço do Vouga","archaeology","Villa Romana","Desconhecido","Séculos I-IV","Antiga villa romana, com vestígios de edificações residenciais e agrícolas, datando dos séculos I a IV d.C., indicando a presença romana e a exploração do território na área de Águeda.","","PT020102140003",40.598,-8.411,"Batch (enrichment): Aveiro"
66,"Roman Bridge of Santiago","Ponte Romana de Santiago","monument","Ponte","Desconhecido","Romana (remodelada Séc. XVII)","Ponte de origem romana, substancialmente remodelada em períodos posteriores, que atravessa o rio Antuã. É um exemplo da engenharia antiga e da continuidade viária em Oliveira de Azeméis.","","PT020108030018",40.8652,-8.4614,"Batch (enrichment): Aveiro"
67,"Bridge of Telhe","Ponte de Telhe","monument","Ponte","Desconhecido","Séc. XIV","Ponte medieval de um só arco, construída em granito, que cruza o rio Caima. É um elemento marcante da paisagem e da rede de comunicação antiga na região de Oliveira de Azeméis.","","PT020108030009",40.8719,-8.4287,"Batch (enrichment): Aveiro"
68,"Bridge of Vilela","Ponte de Vilela","monument","Ponte","Desconhecido","Séc. XII-XIII","Ponte medieval com tabuleiro em cavalete e quatro arcos de volta perfeita, sobre o rio Caima. Apresenta características de construção românica, situada no concelho de Arouca.","","PT020105020005",40.9123,-8.2435,"Batch (enrichment): Aveiro"
69,"Bridge of Pria","Ponte da Pria","monument","Ponte","Desconhecido","Séc. XIII-XIV","Ponte de construção medieval sobre o rio Caima, com um arco de volta perfeita e uma estrutura robusta em pedra. Testemunho da arquitetura viária da época em Estarreja.","","PT020106030002",40.7845,-8.5476,"Batch (enrichment): Aveiro"
70,"Bridge of Vouga","Ponte de Vouga","monument","Ponte","Desconhecido","Romana (reconstrução Séc. XII-XIII)","Ponte de origem romana, substancialmente reconstruída na Idade Média, que atravessa o rio Vouga. Foi um ponto crucial na via romana entre Conimbriga e o Porto, na região de Águeda.","","PT020102140002",40.6728,-8.5204,"Batch (enrichment): Aveiro"
71,"Bridge of Cavalões","Ponte de Cavalões","monument","Ponte","Desconhecido","Séc. XIII-XIV","Ponte medieval de um só arco, em pedra de granito, sobre o rio Vouga. É um vestígio da antiga rede viária que ligava as povoações da região de Sever do Vouga.","","PT020110060003",40.718,-8.329,"Batch (enrichment): Aveiro"
72,"Bridge of Mão Certa","Ponte da Mão Certa","monument","Ponte","Desconhecido","Séc. XIII-XIV","Pequena ponte medieval em arco, sobre o rio Vouga, caracterizada pela sua estrutura rústica e pela importância na comunicação local em tempos passados, no concelho de Sever do Vouga.","","PT020110060002",40.7291,-8.3117,"Batch (enrichment): Aveiro"
73,"Bridge of Salgueiros","Ponte de Salgueiros","monument","Ponte","Desconhecido","Séc. XIII-XIV","Ponte de origem medieval sobre a ribeira de Fervenças, com um único arco em pedra. Integrava uma antiga rota comercial ou militar, no concelho de Anadia.","","PT020101030001",40.4856,-8.459,"Batch (enrichment): Aveiro"
74,"Castro of Monte Valério","Castro do Monte Valério","archaeology","Castro","Desconhecido","Idade do Ferro / Romanização","Povoado castrejo fortificado, ocupado desde a Idade do Ferro até à época romana. Destacam-se as suas defesas e a vista panorâmica sobre o vale do rio Águeda.","","PT020102140004",40.59,-8.425,"Batch (enrichment): Aveiro"
75,"Castro of Senhora da Paz","Castro da Senhora da Paz","archaeology","Castro","Desconhecido","Idade do Ferro","Antigo povoado castrejo com vestígios de muralhas e estruturas habitacionais, localizado em posição elevada, com evidências de ocupação desde a Idade do Ferro, em Vale de Cambra.","","PT020111050004",40.835,-8.381,"Batch (enrichment): Aveiro"
76,"Bridge of Venda","Ponte da Venda","monument","Ponte","Desconhecido","Séc. XIII-XIV","Ponte medieval em pedra de granito, com um único arco. Fazia parte de uma antiga via que ligava Sever do Vouga a outras localidades adjacentes, evidenciando a importância da rede viária.","","PT020110060004",40.7095,-8.3398,"Batch (enrichment): Aveiro"
77,"Bridge of Ladeira","Ponte da Ladeira","monument","Ponte","Desconhecido","Séc. XIII-XIV","Ponte de construção medieval sobre o rio Paiva, caracterizada pelos seus arcos e tabuleiro em pedra. Integrada em paisagem natural de grande beleza no concelho de Arouca.","","PT020105020006",40.941,-8.188,"Batch (enrichment): Aveiro"
78,"Bridge of D. Goim","Ponte de D. Goim","monument","Ponte","Desconhecido","Romana (reconstrução Séc. XIII)","Ponte medieval de origem romana, sobre o rio Caima, com um arco de volta perfeita. Um importante vestígio da via romana entre Coimbra e Braga, situada em Albergaria-a-Velha.","","PT020103010001",40.716,-8.49,"Batch (enrichment): Aveiro"
79,"Castro of Alvarelhos","Castro de Alvarelhos","archaeology","Castro","Desconhecido","Idade do Ferro","Sítio arqueológico de um povoado fortificado da Idade do Ferro, com vestígios de muralhas e habitações, oferecendo uma visão da ocupação pré-romana da área de Sever do Vouga.","",,40.7512,-8.358,"Batch (enrichment): Aveiro"
80,"Castro of Cucujães","Castro de Cucujães","archaeology","Castro","Desconhecido","Idade do Ferro / Romanização","Povoado fortificado da Idade do Ferro, com vestígios de uma acrópole e muralhas. Evidências de ocupação contínua até à romanização, na área de Oliveira de Azeméis.","",,40.912,-8.49,"Batch (enrichment): Aveiro"
81,"Bridge of Granja","Ponte da Granja","monument","Ponte","Desconhecido","Séc. XV-XVI","Ponte medieval sobre o rio Águeda, com um arco de volta perfeita, construída em pedra. Parte integrante da antiga rede de caminhos da região de Águeda, mantendo a sua integridade histórica.","",,40.613,-8.467,"Batch (enrichment): Aveiro"
82,"Paiva Walkways","Passadiços do Paiva","trail",,"Desconhecido","2015","Os Passadiços do Paiva são um percurso pedestre que se estende por 8 km nas margens do rio Paiva, no concelho de Arouca. Conhecidos pelas suas paisagens naturais deslumbrantes, pontes suspensas e escadarias íngremes, oferecem vistas espetaculares sobre o vale do rio e as suas praias fluviais. O percurso é um dos mais famosos de Portugal e integra o Arouca Geopark.","",,40.970278,-8.188056,"Batch (enrichment): Aveiro"
83,"Paiva Viewpoint","Miradouro do Paiva","viewpoint",,"Desconhecido",,"Localizado ao longo dos Passadiços do Paiva, este miradouro oferece uma vista panorâmica sobre o rio Paiva e o desfiladeiro. É um dos pontos altos do percurso, proporcionando uma perspetiva privilegiada da grandiosidade da paisagem natural do Arouca Geopark.","",,40.975,-8.18,"Batch (enrichment): Aveiro"
84,"Infante Dom Pedro Park","Parque Infante Dom Pedro","park",,"Desconhecido","Séc. XIX","O Parque Infante Dom Pedro, localizado na cidade de Aveiro, é um dos principais espaços verdes urbanos. Criado no século XIX, apresenta lagos, pontes, áreas ajardinadas, e alberga diversas espécies de árvores e arbustos. É um local popular para lazer e atividades ao ar livre.","",,40.640556,-8.654722,"Batch (enrichment): Aveiro"
85,"São Jacinto Dunes Natural Reserve","Reserva Natural das Dunas de São Jacinto","park",,"Desconhecido","1979","A Reserva Natural das Dunas de São Jacinto é uma área protegida localizada no extremo norte da península que separa a Ria de Aveiro do Oceano Atlântico. Caracteriza-se pelos seus ecossistemas dunares e pinhal, sendo um habitat crucial para aves aquáticas. Existem trilhos pedestres para observação da natureza.","",,40.6475,-8.749722,"Batch (enrichment): Aveiro"
86,"Fishermen's Trail (São Jacinto)","Trilho dos Pescadores (São Jacinto)","trail",,"Desconhecido",,"Este trilho pedestre percorre a área da Reserva Natural das Dunas de São Jacinto, oferecendo uma experiência imersiva na paisagem costeira. Permite o contacto direto com a flora e fauna local, incluindo a observação de aves, e o acesso a praias selvagens.","",,40.64,-8.74,"Batch (enrichment): Aveiro"
87,"Barra Lighthouse Viewpoint","Miradouro do Farol da Barra","viewpoint",,"Desconhecido","1893","O Farol da Barra, o mais alto de Portugal, oferece nas suas imediações um miradouro privilegiado sobre a Foz da Ria de Aveiro, a Praia da Barra e a Praia da Costa Nova. É um ponto de observação ideal para a dinâmica costeira e a paisagem marítima.","","PT020108020002",40.638611,-8.7475,"Batch (enrichment): Aveiro"
88,"Oudinot Garden","Jardim Oudinot","park",,"Desconhecido",,"Situado junto ao Porto de Aveiro na Gafanha da Nazaré, o Jardim Oudinot é um espaço verde com vista para a ria. É um local de lazer que inclui um parque infantil e áreas de descanso, sendo um ponto de partida para passeios pela marginal e um bom local para observar a atividade portuária.","",,40.635833,-8.729722,"Batch (enrichment): Aveiro"
89,"La Salette Park","Parque de La Salette","park",,"Desconhecido","Séc. XX","O Parque de La Salette é um extenso e aprazível parque urbano e santuário em Oliveira de Azeméis. Possui vastas áreas verdes, um coreto, grutas, capelas, escadarias e um lago, sendo um dos maiores parques do distrito de Aveiro e um importante local de peregrinação.","",,40.8525,-8.496944,"Batch (enrichment): Aveiro"
90,"Pateira de Fermentelos Trail","Trilho da Pateira de Fermentelos","trail",,"Desconhecido",,"Este trilho circunda a Pateira de Fermentelos, a maior lagoa natural da Península Ibérica. Oferece percursos pedestres e cicláveis que permitem a observação da rica biodiversidade, especialmente aves aquáticas, e as paisagens únicas da região.","",,40.569444,-8.513889,"Batch (enrichment): Aveiro"
91,"Peneda Amarela Viewpoint","Miradouro da Peneda Amarela","viewpoint",,"Desconhecido",,"Localizado em Vale de Cambra, este miradouro oferece uma vista desafogada sobre a paisagem serrana e os vales circundantes. É um ponto estratégico para apreciar a beleza natural da região, com destaque para as formações rochosas e a vegetação.","",,40.865,-8.32,"Batch (enrichment): Aveiro"
92,"Watermills Route of Sever do Vouga","Rota dos Moinhos de Sever do Vouga","trail",,"Desconhecido",,"A Rota dos Moinhos consiste numa série de percursos pedestres que permitem descobrir antigos moinhos de água ao longo dos rios e ribeiras do concelho de Sever do Vouga. É um percurso cultural e natural, revelando a engenharia tradicional e a beleza das paisagens fluviais.","",,40.758,-8.337,"Batch (enrichment): Aveiro"
93,"Ria de Aveiro Natural Park","Parque Natural da Ria de Aveiro","park",,"Desconhecido",,"Embora não seja um parque natural formalmente designado, a Ria de Aveiro funciona como um vasto ecossistema estuarino com características de parque. É uma área de grande importância ecológica, com zonas de sapal, canais, ilhas e salinas, ideal para observação de aves e percursos de barco ou pedestres em áreas específicas.","",,40.638611,-8.675,"Batch (enrichment): Aveiro"
94,"Costa Nova Viewpoint","Miradouro da Costa Nova","viewpoint",,"Desconhecido",,"Localizado na famosa Praia da Costa Nova, este miradouro oferece vistas pitorescas sobre o Oceano Atlântico, as casas de riscas coloridas (palheiros) e a Ria de Aveiro. É um local emblemático para apreciar o pôr do sol e a singularidade da arquitetura local.","",,40.613056,-8.749722,"Batch (enrichment): Aveiro"
95,"Cabreia Waterfall Trail","Trilho da Cascata da Cabreia","trail",,"Desconhecido",,"Este trilho pedestre em Sever do Vouga leva à deslumbrante Cascata da Cabreia, uma das mais bonitas da região. O percurso é integrado num ambiente florestal luxuriante e segue o curso do rio, oferecendo paisagens naturais e um contacto próximo com a água e a vegetação.","",,40.73,-8.375,"Batch (enrichment): Aveiro"
96,"Aveiro Boardwalks Trail","Percurso dos Passadiços de Aveiro","trail",,"Desconhecido","2020s","Um novo percurso de passadiços em Aveiro que se estende ao longo de várias margens da Ria, permitindo explorar a cidade e a sua envolvente natural de uma forma sustentável. Conecta zonas urbanas a áreas mais selvagens, promovendo o lazer e a observação da paisagem lagunar.","",,40.627,-8.647,"Batch (enrichment): Aveiro"
97,"Aveiro City Park","Parque da Cidade de Aveiro","park",,"Desconhecido","Séc. XXI","O Parque da Cidade é um dos maiores espaços verdes de Aveiro, ideal para atividades desportivas, passeios em família e lazer. Apresenta vastos relvados, árvores, um anfiteatro ao ar livre, e equipamentos para diversas práticas, contribuindo para a qualidade de vida urbana.","",,40.628,-8.636,"Batch (enrichment): Aveiro"
98,"São Domingos Viewpoint","Miradouro de São Domingos","viewpoint",,"Desconhecido",,"Este miradouro, localizado perto do Castro de São Domingos em Oliveira de Azeméis, oferece vistas panorâmicas sobre o vale e as serras circundantes. Permite apreciar a paisagem rural e florestal, e está associado a um sítio arqueológico.","",,40.857,-8.41,"Batch (enrichment): Aveiro"
99,"Salreu Trail","Trilho de Salreu","trail",,"Desconhecido","Séc. XXI","O Trilho de Salreu, integrado na BioRia em Estarreja, é um percurso pedestre e ciclável que atravessa uma área de elevado valor ambiental. Permite a observação de aves e a paisagem da Ria de Aveiro, com passadiços de madeira sobre zonas húmidas e campos agrícolas.","",,40.725,-8.57,"Batch (enrichment): Aveiro"
100,"Dr. Horácio Alves da Costa Garden","Jardim Dr. Horácio Alves da Costa","park",,"Desconhecido","Séc. XX","O Jardim Dr. Horácio Alves da Costa é o principal jardim público de Anadia. Um espaço aprazível e bem cuidado, com áreas verdes, canteiros floridos e locais para descanso. É um ponto central de lazer e convívio na vila.","",,40.456,-8.441,"Batch (enrichment): Aveiro"
